240	1
249	1
251	1
263	1
271	1
272	1
276	2
279	1
280	1
287	1
289	1
292	1
294	1
295	3
297	3
298	1
299	2
300	1
302	1
303	4
305	1
306	3
307	2
308	1
309	2
310	5
311	1
313	2
314	2
315	2
316	2
317	2
319	5
320	3
321	1
322	5
323	2
324	4
325	6
326	6
327	5
328	2
329	4
330	5
331	2
332	1
333	4
334	9
335	5
336	6
337	4
338	5
339	8
340	11
341	5
342	5
343	6
344	3
345	4
346	6
347	1
348	12
349	6
350	9
351	6
352	10
353	5
354	10
355	9
356	10
357	5
358	11
359	12
360	11
361	8
362	12
363	9
364	15
365	11
366	11
367	6
368	17
369	16
370	10
371	10
372	20
373	14
374	11
375	11
376	11
377	24
378	18
379	12
380	15
381	13
382	23
383	12
384	15
385	15
386	17
387	20
388	19
389	11
390	20
391	19
392	23
393	18
394	18
395	22
396	19
397	27
398	17
399	18
400	25
401	12
402	27
403	22
404	19
405	19
406	29
407	8
408	23
409	25
410	28
411	28
412	29
413	23
414	18
415	40
416	25
417	28
418	36
419	26
420	22
421	26
422	32
423	29
424	29
425	28
426	32
427	22
428	34
429	22
430	38
431	29
432	39
433	49
434	43
435	31
436	43
437	33
438	47
439	35
440	38
441	38
442	40
443	33
444	41
445	47
446	55
447	33
448	54
449	43
450	49
451	48
452	52
453	41
454	45
455	48
456	44
457	52
458	59
459	40
460	69
461	50
462	51
463	39
464	68
465	36
466	57
467	44
468	68
469	46
470	54
471	50
472	63
473	54
474	60
475	46
476	73
477	60
478	60
479	59
480	69
481	50
482	73
483	69
484	80
485	67
486	78
487	54
488	71
489	57
490	81
491	55
492	73
493	57
494	73
495	76
496	90
497	73
498	75
499	69
500	79
501	63
502	81
503	61
504	70
505	59
506	85
507	60
508	96
509	62
510	91
511	67
512	96
513	75
514	94
515	73
516	78
517	61
518	87
519	63
520	104
521	64
522	99
523	76
524	106
525	61
526	106
527	74
528	96
529	78
530	93
531	71
532	105
533	87
534	107
535	72
536	103
537	71
538	98
539	60
540	115
541	69
542	128
543	87
544	109
545	81
546	113
547	83
548	90
549	81
550	113
551	82
552	110
553	76
554	105
555	85
556	116
557	85
558	113
559	82
560	101
561	72
562	99
563	80
564	156
565	80
566	114
567	87
568	155
569	89
570	117
571	80
572	127
573	83
574	116
575	89
576	123
577	109
578	116
579	89
580	114
581	97
582	119
583	90
584	139
585	89
586	125
587	95
588	131
589	91
590	139
591	102
592	145
593	89
594	139
595	97
596	129
597	100
