351	1
364	1
371	1
372	1
377	2
382	1
384	1
395	1
398	1
401	1
403	1
405	1
406	1
408	2
409	1
410	1
411	1
413	1
414	1
416	2
420	2
423	1
424	4
427	2
428	4
429	1
430	3
431	3
433	1
434	1
435	2
436	4
437	2
438	3
439	2
440	1
441	3
442	2
443	4
445	2
446	3
447	5
448	4
449	3
450	2
451	5
452	5
453	3
454	2
455	7
456	2
457	2
458	6
459	3
460	4
461	6
462	4
463	4
464	2
465	2
466	7
467	4
468	3
469	10
470	4
471	1
472	4
473	7
474	5
475	8
476	6
477	7
478	1
479	4
480	4
481	12
482	8
483	1
484	7
485	6
486	6
487	4
488	3
489	4
490	7
491	9
492	5
493	9
494	12
495	9
496	6
497	10
498	4
499	8
500	8
501	8
502	16
503	9
504	8
505	3
506	9
507	5
508	9
509	5
510	9
511	15
512	13
513	5
514	7
515	15
516	12
517	6
518	12
519	13
520	8
521	11
522	14
523	12
524	15
525	8
526	14
527	14
528	18
529	12
530	18
531	15
532	14
533	14
534	9
535	11
536	14
537	13
538	17
539	21
540	16
541	19
542	15
543	15
544	17
545	13
546	15
547	19
548	15
549	18
550	11
551	9
552	14
553	13
554	16
555	18
556	18
557	20
558	17
559	17
560	14
561	22
562	16
563	19
564	19
565	22
566	26
567	17
568	18
569	13
570	21
571	28
572	29
573	18
574	22
575	22
576	20
577	22
578	22
579	15
580	29
581	31
582	24
583	29
584	20
585	25
586	17
587	28
588	24
589	26
590	22
591	23
592	24
593	36
594	18
595	24
596	22
597	25
598	36
599	26
600	24
601	40
602	29
603	31
604	26
605	32
606	28
607	38
608	38
609	28
610	31
611	32
612	27
613	29
614	41
615	40
616	29
617	40
618	33
619	34
620	25
621	37
622	43
623	43
624	43
625	41
626	38
627	34
628	42
629	33
630	51
631	34
632	30
633	41
634	44
635	32
636	53
637	43
638	41
639	59
640	37
641	47
642	41
643	52
644	44
645	45
646	35
647	40
648	42
649	49
650	38
651	49
652	48
653	43
654	47
655	36
656	54
657	51
658	46
659	47
660	47
661	42
662	54
663	57
664	48
665	55
666	60
667	44
668	49
669	59
670	54
671	58
672	52
673	51
674	51
675	58
676	53
677	56
678	61
679	65
680	51
681	67
682	60
683	67
684	52
685	55
686	60
687	71
688	63
689	63
690	58
691	64
692	51
693	75
694	62
695	67
696	48
697	51
698	56
699	75
700	66
701	64
702	71
703	61
704	54
705	64
706	59
707	68
708	51
709	64
710	75
711	60
712	63
713	70
714	53
715	71
716	76
717	75
718	67
719	75
720	68
721	55
722	70
723	52
724	76
725	83
726	64
727	75
728	78
729	56
730	85
731	71
732	51
733	82
734	66
735	82
736	64
737	79
738	73
739	83
740	72
741	76
742	67
743	65
744	73
745	70
746	64
747	73
748	73
749	83
750	74
751	68
752	80
753	89
754	76
755	86
756	62
757	90
758	83
759	79
760	84
761	74
762	73
