315	1
325	1
326	1
329	1
335	2
341	1
343	2
345	1
347	1
348	1
351	1
352	1
353	1
354	1
356	1
358	1
359	1
361	1
364	2
365	5
366	1
367	1
370	3
371	1
374	4
375	2
376	4
377	5
378	2
379	1
380	4
381	1
382	3
383	2
384	4
385	3
386	5
387	4
388	3
389	5
391	5
392	1
393	3
394	5
395	2
396	9
397	6
398	2
399	6
400	6
401	8
402	4
403	4
404	6
405	9
406	12
407	5
408	8
409	6
410	7
411	9
412	15
413	10
414	6
415	5
416	12
417	9
418	10
419	4
420	12
421	11
422	17
423	10
424	19
425	11
426	7
427	11
428	12
429	25
430	12
431	14
432	14
433	24
434	17
435	19
436	17
437	20
438	29
439	32
440	20
441	21
442	29
443	20
444	20
445	23
446	33
447	16
448	24
449	32
450	30
451	27
452	35
453	23
454	27
455	37
456	29
457	24
458	23
459	36
460	27
461	46
462	46
463	36
464	36
465	33
466	47
467	39
468	38
469	41
470	37
471	42
472	44
473	50
474	50
475	40
476	56
477	62
478	52
479	53
480	57
481	39
482	59
483	71
484	70
485	69
486	69
487	64
488	62
489	90
490	72
491	55
492	63
493	76
494	52
495	74
496	67
497	68
498	76
499	68
500	71
501	83
502	87
503	78
504	89
505	80
506	98
507	88
508	79
509	103
510	105
511	112
512	109
513	101
514	103
515	99
516	93
517	115
518	138
519	152
520	133
521	110
522	119
523	115
524	116
525	119
526	129
527	108
528	116
529	138
530	129
531	135
532	145
533	146
534	130
535	138
536	161
537	125
538	143
539	144
540	147
541	153
542	151
543	163
544	158
545	159
546	169
547	155
548	191
549	160
550	161
551	200
552	156
553	172
554	186
555	187
556	194
557	192
558	203
559	179
560	219
561	220
562	185
563	210
564	212
565	249
566	203
567	180
568	216
569	244
570	218
571	226
572	216
573	251
574	221
575	231
576	240
577	268
578	229
579	229
580	226
581	266
582	233
583	283
584	301
585	266
586	315
587	283
588	254
589	282
590	253
591	254
592	285
593	316
594	270
595	300
596	264
597	277
598	289
599	296
600	298
601	303
602	334
603	311
604	305
605	325
606	311
607	338
608	310
609	340
610	331
611	340
612	369
613	332
614	345
615	314
616	328
617	346
618	324
619	345
620	369
621	371
622	349
623	376
624	368
625	391
626	352
627	379
628	377
629	362
630	355
631	396
632	380
633	373
634	397
635	428
636	411
637	415
638	418
639	458
640	416
641	419
642	406
643	475
644	459
645	411
646	443
647	442
648	467
649	473
650	436
651	472
652	443
653	488
654	474
655	456
656	476
657	451
658	492
659	513
660	494
661	473
662	492
663	469
664	509
665	506
666	493
667	501
668	513
669	532
670	516
671	501
672	489
673	539
674	522
675	514
676	521
677	544
678	521
679	576
680	538
681	548
682	496
683	571
684	563
685	506
686	518
687	553
688	571
689	579
690	561
691	612
692	575
693	588
694	587
695	594
696	580
697	562
698	633
699	643
700	609
701	600
702	585
703	652
704	629
705	602
706	648
707	604
708	625
709	608
710	593
711	703
712	664
713	622
714	662
715	715
716	649
717	670
718	665
719	679
720	672
721	653
722	662
723	707
724	647
725	696
726	694
727	711
728	692
729	690
730	680
731	741
732	714
733	658
734	742
735	726
736	664
737	750
738	712
739	716
740	714
741	750
742	710
743	760
744	689
745	757
746	803
747	695
748	800
749	759
750	791
751	769
752	747
753	695
754	738
755	756
756	772
757	739
758	754
759	795
760	761
761	819
762	753
763	806
764	783
765	813
766	765
767	784
768	789
769	799
770	808
771	805
772	782
773	797
774	804
775	835
776	814
777	809
778	764
779	832
780	813
781	829
782	803
783	828
784	796
785	902
786	817
787	850
788	835
789	848
790	879
791	837
792	846
793	831
794	816
795	888
796	827
797	900
798	880
799	855
800	879
801	910
802	887
803	943
804	824
805	847
806	864
807	929
808	911
809	910
810	817
811	913
812	861
813	863
814	869
815	917
816	864
817	884
818	901
819	904
820	861
821	931
822	890
823	926
824	931
825	942
826	926
827	933
828	868
829	967
830	865
831	918
832	897
833	955
834	900
835	960
836	910
837	963
838	895
839	959
840	993
841	966
842	928
843	982
844	909
845	977
846	972
847	965
848	957
849	975
